has_been_processed,match_type,file,diff_index,content,is_pattern_match,added_lines,removed_lines,total_lines
true,NO_MATCH,Gemfile,8,"@@ -93,7 +99,7 @@ gem ""htmlentities"", ""4.3.4""$CR$-gem ""net-sftp"", ""3.0.0""$CR$+gem ""net-sftp"", ""3.0.0"" # RAILS 7 - ""4.0.0""",1,1,3,
true,NO_MATCH,Gemfile.lock,1,--- a/Gemfile.lock$CR$+++ b/Gemfile.lock,1,1,2,
true,NO_MATCH,Gemfile.lock,2,"@@ -1,3 +1,9 @@$CR$+GIT$CR$+  remote: https://github.com/alazycoder101/acts_as_commentable$CR$+  revision: 1fb132ecb44ffd574871c116afad78e3d7151b28$CR$+  specs:$CR$+    acts_as_commentable (6.0.0)$CR$+",6,0,7,
true,NO_MATCH,Gemfile.lock,3,"@@ -66,7 +72,6 @@ GEM$CR$-    acts_as_commentable (4.0.2)",0,1,2,
true,NO_MATCH,Gemfile.lock,4,"@@ -121,12 +126,11 @@ GEM$CR$-    better_html (1.0.16)$CR$-      actionview (>= 4.0)$CR$-      activesupport (>= 4.0)$CR$+    better_html (2.1.1)$CR$+      actionview (>= 6.0)$CR$+      activesupport (>= 6.0)$CR$-      html_tokenizer (~> 0.0.6)",3,4,8,
true,NO_MATCH,Gemfile.lock,5,"@@ -135,7 +139,7 @@ GEM$CR$-    builder (3.2.4)$CR$+    builder (3.3.0)",1,1,3,
true,NO_MATCH,Gemfile.lock,6,"@@ -172,7 +176,7 @@ GEM$CR$-    concurrent-ruby (1.2.3)$CR$+    concurrent-ruby (1.3.4)",1,1,3,
true,NO_MATCH,Gemfile.lock,7,"@@ -182,7 +186,7 @@ GEM$CR$-    css_parser (1.5.0)$CR$+    css_parser (1.17.1)",1,1,3,
true,NO_MATCH,Gemfile.lock,8,"@@ -199,16 +203,15 @@ GEM$CR$-    erb_lint (0.1.3)$CR$+    erb_lint (0.6.0)$CR$-      better_html (~> 1.0.7)$CR$-      html_tokenizer$CR$+      better_html (>= 2.0.1)$CR$-      rubocop$CR$+      rubocop (>= 1)$CR$-    erubi (1.12.0)$CR$+    erubi (1.13.0)",4,5,10,
true,NO_MATCH,Gemfile.lock,9,"@@ -281,8 +284,8 @@ GEM$CR$-    groupdate (4.1.2)$CR$-      activesupport (>= 4.2)$CR$+    groupdate (6.4.0)$CR$+      activesupport (>= 6.1)",2,2,5,
true,NO_MATCH,Gemfile.lock,10,"@@ -293,14 +296,13 @@ GEM$CR$-    html_tokenizer (0.0.7)$CR$-    i18n (1.14.1)$CR$+    i18n (1.14.5)",1,2,4,
true,NO_MATCH,Gemfile.lock,11,"@@ -342,14 +344,15 @@ GEM$CR$+    matrix (0.4.2)$CR$-    mini_portile2 (2.8.5)$CR$-    minitest (5.22.2)$CR$+    mini_portile2 (2.8.7)$CR$+    minitest (5.25.1)",3,2,6,
true,NO_MATCH,Gemfile.lock,12,"@@ -373,7 +376,7 @@ GEM$CR$-    nokogiri (1.15.6)$CR$+    nokogiri (1.16.7)",1,1,3,
true,NO_MATCH,Gemfile.lock,13,"@@ -416,7 +419,7 @@ GEM$CR$-    parser (3.3.0.5)$CR$+    parser (3.3.5.0)",1,1,3,
true,NO_MATCH,Gemfile.lock,14,"@@ -454,7 +457,7 @@ GEM$CR$-    racc (1.7.3)$CR$+    racc (1.8.1)",1,1,3,
true,NO_MATCH,Gemfile.lock,15,"@@ -545,7 +548,7 @@ GEM$CR$-    rexml (3.2.6)$CR$+    rexml (3.3.7)",1,1,3,
true,NO_MATCH,Gemfile.lock,16,"@@ -578,7 +581,7 @@ GEM$CR$-    rubocop (1.60.2)$CR$+    rubocop (1.64.1)",1,1,3,
true,NO_MATCH,Gemfile.lock,17,"@@ -586,11 +589,11 @@ GEM$CR$-      rubocop-ast (>= 1.30.0, < 2.0)$CR$+      rubocop-ast (>= 1.31.1, < 2.0)$CR$-    rubocop-ast (1.30.0)$CR$-      parser (>= 3.2.1.0)$CR$+    rubocop-ast (1.32.3)$CR$+      parser (>= 3.3.1.0)",3,3,7,
true,NO_MATCH,Gemfile.lock,18,"@@ -705,14 +708,14 @@ GEM$CR$-    zeitwerk (2.6.13)$CR$+    zeitwerk (2.6.18)$CR$ $CR$ $CR$-  acts_as_commentable (= 4.0.2)$CR$+  acts_as_commentable (= 6.0.0)!",2,2,7,
true,NO_MATCH,Gemfile.lock,19,"@@ -741,10 +744,10 @@ DEPENDENCIES$CR$-  css_parser (= 1.5.0)$CR$+  css_parser (= 1.17.1)$CR$-  erb_lint (~> 0.1.3)$CR$+  erb_lint (~> 0.6.0)",2,2,5,
true,NO_MATCH,Gemfile.lock,20,"@@ -754,7 +757,7 @@ DEPENDENCIES$CR$-  groupdate (= 4.1.2)$CR$+  groupdate (= 6.4.0)",1,1,3,
true,NO_MATCH,Gemfile.lock,21,"@@ -769,6 +772,7 @@ DEPENDENCIES$CR$+  matrix (= 0.4.2)",1,0,2,
true,NO_MATCH,README.md,1,--- a/README.md$CR$+++ b/README.md,1,1,2,
true,NO_MATCH,README.md,2,"@@ -21,7 +21,7 @@ Updated as of March 28th 2024$CR$ $CR$-| Ruby       | 2.7.6   |$CR$+| Ruby       | 3.3.4 |",1,1,4,
true,NO_MATCH,app/controllers/admin/etl_status_controller.rb,1,--- a/app/controllers/admin/etl_status_controller.rb$CR$+++ b/app/controllers/admin/etl_status_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/admin/tenant_status_controller.rb,1,--- a/app/controllers/admin/tenant_status_controller.rb$CR$+++ b/app/controllers/admin/tenant_status_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/admin/tenants_controller.rb,1,--- a/app/controllers/admin/tenants_controller.rb$CR$+++ b/app/controllers/admin/tenants_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/ai_controller.rb,1,--- a/app/controllers/ai_controller.rb$CR$+++ b/app/controllers/ai_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/ai_controller.rb,2,"@@ -18,8 +18,8 @@ class AiController < ApplicationController$CR$ $CR$-      job_id: job_id,$CR$-      status: status,$CR$+      job_id:,$CR$+      status:,",2,2,6,
true,HASH_SHORTHAND_SYNTAX,app/controllers/ai_controller.rb,3,"@@ -57,7 +57,7 @@ class AiController < ApplicationController$CR$-        feedback_html = render_to_string(partial: ""ai/feedback"", locals: { response_id: response_id })$CR$+        feedback_html = render_to_string(partial: ""ai/feedback"", locals: { response_id: })",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/controllers/ai_controller.rb,4,"@@ -70,14 +70,14 @@ class AiController < ApplicationController$CR$ $CR$-      progress_id: progress_id,$CR$-      response: response,$CR$-      response_id: response_id,$CR$+      progress_id:,$CR$+      response:,$CR$+      response_id:,$CR$-      related: related,$CR$+      related:,$CR$-      status: status,$CR$+      status:,",5,5,12,
true,NO_MATCH,app/controllers/application_controller.rb,1,--- a/app/controllers/application_controller.rb$CR$+++ b/app/controllers/application_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/assets_controller.rb,1,--- a/app/controllers/assets_controller.rb$CR$+++ b/app/controllers/assets_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/backups_controller.rb,1,--- a/app/controllers/backups_controller.rb$CR$+++ b/app/controllers/backups_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/builds_controller.rb,1,--- a/app/controllers/builds_controller.rb$CR$+++ b/app/controllers/builds_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/calendars_controller.rb,1,--- a/app/controllers/calendars_controller.rb$CR$+++ b/app/controllers/calendars_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/campaigns_controller.rb,1,--- a/app/controllers/campaigns_controller.rb$CR$+++ b/app/controllers/campaigns_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/campaigns_controller.rb,2,"@@ -306,9 +306,9 @@ class CampaignsController < ApplicationController$CR$-        test: test,$CR$+        test:,$CR$-        override_throttle: override_throttle$CR$+        override_throttle:",2,2,5,
true,NO_MATCH,app/controllers/companies_controller.rb,1,--- a/app/controllers/companies_controller.rb$CR$+++ b/app/controllers/companies_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/companies_controller.rb,2,"@@ -861,8 +861,8 @@ class CompaniesController < ApplicationController$CR$ $CR$-    company_params.merge($CR$-    { current_month: @current_month,$CR$+    company_params.merge({$CR$+      current_month: @current_month,",2,2,6,
true,NO_MATCH,app/controllers/company_targets_controller.rb,1,--- a/app/controllers/company_targets_controller.rb$CR$+++ b/app/controllers/company_targets_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/company_targets_controller.rb,2,"@@ -36,7 +36,7 @@ class CompanyTargetsController < ApplicationController$CR$ $CR$-      format.html { redirect_to action: :index, year: year, key: company_target_params[:key] || 0, tab: ""by_sales_rep"" }$CR$+      format.html { redirect_to action: :index, year:, key: company_target_params[:key] || 0, tab: ""by_sales_rep"" }",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/company_targets_controller.rb,3,"@@ -74,9 +74,9 @@ class CompanyTargetsController < ApplicationController$CR$ $CR$-        year: year,$CR$-        month: month,$CR$-        key: key,$CR$+        year:,$CR$+        month:,$CR$+        key:,",3,3,8,
true,NO_MATCH,app/controllers/concerns/create_api_log.rb,1,--- a/app/controllers/concerns/create_api_log.rb$CR$+++ b/app/controllers/concerns/create_api_log.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/estimate_archive_updateable.rb,1,--- a/app/controllers/concerns/estimate_archive_updateable.rb$CR$+++ b/app/controllers/concerns/estimate_archive_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/follow_up_updateable.rb,1,--- a/app/controllers/concerns/follow_up_updateable.rb$CR$+++ b/app/controllers/concerns/follow_up_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/home_page_dashboard.rb,1,--- a/app/controllers/concerns/home_page_dashboard.rb$CR$+++ b/app/controllers/concerns/home_page_dashboard.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/concerns/home_page_dashboard.rb,2,"@@ -11,7 +11,7 @@ module HomePageDashboard$CR$ $CR$-                                            current_user: current_user,$CR$+                                            current_user:,",1,1,4,
true,NO_MATCH,app/controllers/concerns/location_updateable.rb,1,--- a/app/controllers/concerns/location_updateable.rb$CR$+++ b/app/controllers/concerns/location_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/proof_date_updateable.rb,1,--- a/app/controllers/concerns/proof_date_updateable.rb$CR$+++ b/app/controllers/concerns/proof_date_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/wanted_by_updateable.rb,1,--- a/app/controllers/concerns/wanted_by_updateable.rb$CR$+++ b/app/controllers/concerns/wanted_by_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/banners_controller.rb,1,--- a/app/controllers/enterprises/banners_controller.rb$CR$+++ b/app/controllers/enterprises/banners_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/budgets_controller.rb,1,--- a/app/controllers/enterprises/budgets_controller.rb$CR$+++ b/app/controllers/enterprises/budgets_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/images_controller.rb,1,--- a/app/controllers/enterprises/images_controller.rb$CR$+++ b/app/controllers/enterprises/images_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/interest_categories_controller.rb,1,--- a/app/controllers/enterprises/interest_categories_controller.rb$CR$+++ b/app/controllers/enterprises/interest_categories_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/reports/ar_balance_controller.rb,1,--- a/app/controllers/enterprises/reports/ar_balance_controller.rb$CR$+++ b/app/controllers/enterprises/reports/ar_balance_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/reports/contact_list_export_controller.rb,1,--- a/app/controllers/enterprises/reports/contact_list_export_controller.rb$CR$+++ b/app/controllers/enterprises/reports/contact_list_export_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/tenants_controller.rb,1,--- a/app/controllers/enterprises/tenants_controller.rb$CR$+++ b/app/controllers/enterprises/tenants_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/users_controller.rb,1,--- a/app/controllers/enterprises/users_controller.rb$CR$+++ b/app/controllers/enterprises/users_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises_controller.rb,1,--- a/app/controllers/enterprises_controller.rb$CR$+++ b/app/controllers/enterprises_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/estimates_controller.rb,1,--- a/app/controllers/estimates_controller.rb$CR$+++ b/app/controllers/estimates_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/holidays_controller.rb,1,--- a/app/controllers/holidays_controller.rb$CR$+++ b/app/controllers/holidays_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/home_controller.rb,1,--- a/app/controllers/home_controller.rb$CR$+++ b/app/controllers/home_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/inquiries_controller.rb,1,--- a/app/controllers/inquiries_controller.rb$CR$+++ b/app/controllers/inquiries_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/inquiries_controller.rb,2,"@@ -41,7 +41,7 @@ class InquiriesController < ApplicationController$CR$-      current_user: current_user,$CR$+      current_user:,",1,1,3,
true,NO_MATCH,app/controllers/inquiry_attachments_controller.rb,1,--- a/app/controllers/inquiry_attachments_controller.rb$CR$+++ b/app/controllers/inquiry_attachments_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/job_results_controller.rb,1,--- a/app/controllers/job_results_controller.rb$CR$+++ b/app/controllers/job_results_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/leads_dashboard_controller.rb,1,--- a/app/controllers/leads_dashboard_controller.rb$CR$+++ b/app/controllers/leads_dashboard_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/orders_controller.rb,1,--- a/app/controllers/orders_controller.rb$CR$+++ b/app/controllers/orders_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/attachment_controller.rb,1,--- a/app/controllers/portal/attachment_controller.rb$CR$+++ b/app/controllers/portal/attachment_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/estimate_controller.rb,1,--- a/app/controllers/portal/estimate_controller.rb$CR$+++ b/app/controllers/portal/estimate_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/portal/estimate_controller.rb,2,"@@ -134,7 +134,7 @@ class Portal::EstimateController < Portal::BaseController$CR$-      send_data Base64.decode64(data.force_encoding(""UTF-8"")), filename: filename$CR$+      send_data Base64.decode64(data.force_encoding(""UTF-8"")), filename:",1,1,3,
true,NO_MATCH,app/controllers/portal/estimates_controller.rb,1,--- a/app/controllers/portal/estimates_controller.rb$CR$+++ b/app/controllers/portal/estimates_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/orders_controller.rb,1,--- a/app/controllers/portal/orders_controller.rb$CR$+++ b/app/controllers/portal/orders_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/proof_controller.rb,1,--- a/app/controllers/portal/proof_controller.rb$CR$+++ b/app/controllers/portal/proof_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/proofs_controller.rb,1,--- a/app/controllers/portal/proofs_controller.rb$CR$+++ b/app/controllers/portal/proofs_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/sales_controller.rb,1,--- a/app/controllers/portal/sales_controller.rb$CR$+++ b/app/controllers/portal/sales_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/portal/tasks_controller.rb,1,--- a/app/controllers/portal/tasks_controller.rb$CR$+++ b/app/controllers/portal/tasks_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/prospect_status_items_controller.rb,1,--- a/app/controllers/prospect_status_items_controller.rb$CR$+++ b/app/controllers/prospect_status_items_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/prospects_controller.rb,1,--- a/app/controllers/prospects_controller.rb$CR$+++ b/app/controllers/prospects_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/reports_controller.rb,1,--- a/app/controllers/reports_controller.rb$CR$+++ b/app/controllers/reports_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/reports_controller.rb,2,"@@ -240,8 +240,8 @@ class ReportsController < ApplicationController$CR$-          ""sales"" => Statistic.joins(:user).where('users.id': user.id).where(tenant: tenant, statistic_for: ""#{params[:type]}-day"").group_by_month(:date, time_zone: ""UTC"", range: @report_start_date..@report_end_date).sum(:total),$CR$-          ""sales_ly"" => Statistic.joins(:user).where('users.id': user.id).where(tenant: tenant, statistic_for: ""#{params[:type]}-day"").group_by_month(:date, time_zone: ""UTC"", range: @report_start_date_ly..@report_end_date_ly).sum(:total),$CR$+          ""sales"" => Statistic.joins(:user).where('users.id': user.id).where(tenant:, statistic_for: ""#{params[:type]}-day"").group_by_month(:date, time_zone: ""UTC"", range: @report_start_date..@report_end_date).sum(:total),$CR$+          ""sales_ly"" => Statistic.joins(:user).where('users.id': user.id).where(tenant:, statistic_for: ""#{params[:type]}-day"").group_by_month(:date, time_zone: ""UTC"", range: @report_start_date_ly..@report_end_date_ly).sum(:total),",2,2,5,
true,NO_MATCH,app/controllers/sales_controller.rb,1,--- a/app/controllers/sales_controller.rb$CR$+++ b/app/controllers/sales_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/salestargets_controller.rb,1,--- a/app/controllers/salestargets_controller.rb$CR$+++ b/app/controllers/salestargets_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/sessions_controller.rb,1,--- a/app/controllers/sessions_controller.rb$CR$+++ b/app/controllers/sessions_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/shipments_controller.rb,1,--- a/app/controllers/shipments_controller.rb$CR$+++ b/app/controllers/shipments_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/task_types_controller.rb,1,--- a/app/controllers/task_types_controller.rb$CR$+++ b/app/controllers/task_types_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/tokens_controller.rb,1,--- a/app/controllers/tokens_controller.rb$CR$+++ b/app/controllers/tokens_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/tracker_controller.rb,1,--- a/app/controllers/tracker_controller.rb$CR$+++ b/app/controllers/tracker_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/users_controller.rb,1,--- a/app/controllers/users_controller.rb$CR$+++ b/app/controllers/users_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/users_controller.rb,2,"@@ -75,7 +75,7 @@ class UsersController < ApplicationController$CR$ $CR$-        format.html { redirect_back fallback_location: root_path, notice: notice }$CR$+        format.html { redirect_back fallback_location: root_path, notice: }",1,1,4,
true,NO_MATCH,app/controllers/users_controller.rb,3,"@@ -162,7 +162,7 @@ class UsersController < ApplicationController$CR$-        format.html { redirect_to @admin ? enterprises_users_path : users_path, notice: notice }$CR$+        format.html { redirect_to @admin ? enterprises_users_path : users_path, notice: }",1,1,3,
true,NO_MATCH,app/decorators/email_decorator.rb,1,--- a/app/decorators/email_decorator.rb$CR$+++ b/app/decorators/email_decorator.rb,1,1,2,
true,NO_MATCH,app/helpers/application_helper.rb,1,--- a/app/helpers/application_helper.rb$CR$+++ b/app/helpers/application_helper.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/helpers/application_helper.rb,2,"@@ -266,7 +266,7 @@ module ApplicationHelper$CR$ $CR$-    link_to contact_path(contact), target: target do$CR$+    link_to(contact_path(contact), target:) do",1,1,4,
true,NO_MATCH,app/helpers/application_helper.rb,3,"@@ -457,7 +457,7 @@ module ApplicationHelper$CR$ $CR$ $CR$-    link_to company_path(company), class: ""text-muted"", target: target do$CR$+    link_to(company_path(company), class: ""text-muted"", target:) do",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/helpers/application_helper.rb,4,"@@ -598,7 +598,7 @@ module ApplicationHelper$CR$ $CR$ $CR$-    material_icon({ name: icon_name, size: size, top: top }).html_safe$CR$+    material_icon({ name: icon_name, size:, top: }).html_safe",1,1,6,
true,NO_MATCH,app/helpers/cogs_helper.rb,1,--- a/app/helpers/cogs_helper.rb$CR$+++ b/app/helpers/cogs_helper.rb,1,1,2,
true,NO_MATCH,app/helpers/cogs_helper.rb,2,"@@ -8,7 +8,7 @@ module CogsHelper$CR$ $CR$-        #{number_to_currency(cogs_percentage, precision: precision, unit: '')}%$CR$+        #{number_to_currency(cogs_percentage, precision:, unit: '')}%",1,1,4,
true,NO_MATCH,app/helpers/cogs_helper.rb,3,"@@ -22,7 +22,7 @@ module CogsHelper$CR$ $CR$-        #{ cogs_label ? t('cogs') : '' } #{number_to_currency(cogs_percentage, precision: precision, unit: '')}%$CR$+        #{ cogs_label ? t('cogs') : '' } #{number_to_currency(cogs_percentage, precision:, unit: '')}%",1,1,4,
true,NO_MATCH,app/helpers/drop_button_helper.rb,1,--- a/app/helpers/drop_button_helper.rb$CR$+++ b/app/helpers/drop_button_helper.rb,1,1,2,
true,NO_MATCH,app/helpers/job_helper.rb,1,--- a/app/helpers/job_helper.rb$CR$+++ b/app/helpers/job_helper.rb,1,1,2,
true,NO_MATCH,app/interactors/inquiries/create.rb,1,--- a/app/interactors/inquiries/create.rb$CR$+++ b/app/interactors/inquiries/create.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/interactors/inquiries/create.rb,2,"@@ -215,7 +215,7 @@ module Inquiries$CR$ $CR$-        tenant: tenant,$CR$+        tenant:,",1,1,5,
true,NO_MATCH,app/jobs/common/qvinci_kpis.rb,1,--- a/app/jobs/common/qvinci_kpis.rb$CR$+++ b/app/jobs/common/qvinci_kpis.rb,1,1,2,
true,NO_MATCH,app/jobs/event/opensearch_bulk_update_job.rb,1,--- a/app/jobs/event/opensearch_bulk_update_job.rb$CR$+++ b/app/jobs/event/opensearch_bulk_update_job.rb,1,1,2,
true,NO_MATCH,app/jobs/event/opensearch_touch.rb,1,--- a/app/jobs/event/opensearch_touch.rb$CR$+++ b/app/jobs/event/opensearch_touch.rb,1,1,2,
true,NO_MATCH,app/jobs/event/update_company_consents.rb,1,--- a/app/jobs/event/update_company_consents.rb$CR$+++ b/app/jobs/event/update_company_consents.rb,1,1,2,
true,NO_MATCH,app/jobs/front_end/ai/prompt_stream_job.rb,1,--- a/app/jobs/front_end/ai/prompt_stream_job.rb$CR$+++ b/app/jobs/front_end/ai/prompt_stream_job.rb,1,1,2,
true,NO_MATCH,app/jobs/front_end/send_enterprise_campaign_job.rb,1,--- a/app/jobs/front_end/send_enterprise_campaign_job.rb$CR$+++ b/app/jobs/front_end/send_enterprise_campaign_job.rb,1,1,2,
true,NO_MATCH,app/jobs/pack_and_send/etl/perform_closeout_job.rb,1,--- a/app/jobs/pack_and_send/etl/perform_closeout_job.rb$CR$+++ b/app/jobs/pack_and_send/etl/perform_closeout_job.rb,1,1,2,
true,NO_MATCH,app/jobs/schedule_job.rb,1,--- a/app/jobs/schedule_job.rb$CR$+++ b/app/jobs/schedule_job.rb,1,1,2,
true,NO_MATCH,app/models/activity.rb,1,--- a/app/models/activity.rb$CR$+++ b/app/models/activity.rb,1,1,2,
true,NO_MATCH,app/models/ai_response.rb,1,--- a/app/models/ai_response.rb$CR$+++ b/app/models/ai_response.rb,1,1,2,
true,NO_MATCH,app/models/asset.rb,1,--- a/app/models/asset.rb$CR$+++ b/app/models/asset.rb,1,1,2,
true,NO_MATCH,app/models/background_job.rb,1,--- a/app/models/background_job.rb$CR$+++ b/app/models/background_job.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/background_job.rb,2,"@@ -50,15 +50,15 @@ class BackgroundJob < ApplicationRecord$CR$ $CR$-      tenant: tenant,$CR$-      job_type: job_type,$CR$+      tenant:,$CR$+      job_type:,$CR$ $CR$-        tenant: tenant,$CR$-        job_type: job_type,$CR$+        tenant:,$CR$+        job_type:,",4,4,11,
true,NO_MATCH,app/models/budget.rb,1,--- a/app/models/budget.rb$CR$+++ b/app/models/budget.rb,1,1,2,
true,NO_MATCH,app/models/calendar.rb,1,--- a/app/models/calendar.rb$CR$+++ b/app/models/calendar.rb,1,1,2,
true,NO_MATCH,app/models/calendar_entry_deletion.rb,1,--- a/app/models/calendar_entry_deletion.rb$CR$+++ b/app/models/calendar_entry_deletion.rb,1,1,2,
true,NO_MATCH,app/models/campaign_message.rb,1,--- a/app/models/campaign_message.rb$CR$+++ b/app/models/campaign_message.rb,1,1,2,
true,NO_MATCH,app/models/case.rb,1,--- a/app/models/case.rb$CR$+++ b/app/models/case.rb,1,1,2,
true,NO_MATCH,app/models/company.rb,1,--- a/app/models/company.rb$CR$+++ b/app/models/company.rb,1,1,2,
true,NO_MATCH,app/models/concerns/daily_cacheable.rb,1,--- a/app/models/concerns/daily_cacheable.rb$CR$+++ b/app/models/concerns/daily_cacheable.rb,1,1,2,
true,NO_MATCH,app/models/concerns/jsonb_store.rb,1,--- a/app/models/concerns/jsonb_store.rb$CR$+++ b/app/models/concerns/jsonb_store.rb,1,1,2,
true,NO_MATCH,app/models/contact.rb,1,--- a/app/models/contact.rb$CR$+++ b/app/models/contact.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/models/contact.rb,2,"@@ -121,7 +121,7 @@ class Contact < ApplicationRecord$CR$ $CR$-  scope :inactive, -> (tenant) { where(tenant: tenant).joins(""LEFT OUTER JOIN companies ON contacts.company_id = companies.id"").where(deleted: true) }$CR$+  scope :inactive, -> (tenant) { where(tenant:).joins(""LEFT OUTER JOIN companies ON contacts.company_id = companies.id"").where(deleted: true) }",1,1,5,
