has_been_processed,match_type,file,diff_index,content,is_pattern_match,added_lines,removed_lines,total_lines
true,NO_MATCH,app/controllers/companies_controller.rb,1,--- a/app/controllers/companies_controller.rb$CR$+++ b/app/controllers/companies_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/companies_controller.rb,2,"@@ -77,7 +77,7 @@ class CompaniesController < ApplicationController$CR$ $CR$-    query = CompanyIndexQuery.query(@tenant.companies, current_user: current_user, tenant: @tenant,$CR$+    query = CompanyIndexQuery.query(@tenant.companies, current_user:, tenant: @tenant,",1,1,5,
true,HASH_SHORTHAND_SYNTAX,app/controllers/companies_controller.rb,3,"@@ -173,7 +173,7 @@ class CompaniesController < ApplicationController$CR$-      @status = company.update(automation_opting: automation_opting)$CR$+      @status = company.update(automation_opting:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/companies_controller.rb,4,"@@ -188,7 +188,7 @@ class CompaniesController < ApplicationController$CR$-      @status = company.update(automation_opting: automation_opting)$CR$+      @status = company.update(automation_opting:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/companies_controller.rb,5,"@@ -566,7 +566,7 @@ class CompaniesController < ApplicationController$CR$ $CR$-        contact.update(prospect_status_id: prospect_status.id, lead_type_id: lead_type_new.id, lead_created_at: lead_created_at)$CR$+        contact.update(prospect_status_id: prospect_status.id, lead_type_id: lead_type_new.id, lead_created_at:)",1,1,5,
true,NO_MATCH,app/controllers/companies_controller.rb,6,"@@ -861,8 +861,8 @@ class CompaniesController < ApplicationController$CR$ $CR$-    company_params.merge($CR$-    { current_month: @current_month,$CR$+    company_params.merge({$CR$+      current_month: @current_month,",2,2,6,
true,NO_MATCH,app/controllers/company_targets_controller.rb,1,--- a/app/controllers/company_targets_controller.rb$CR$+++ b/app/controllers/company_targets_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/company_targets_controller.rb,2,"@@ -36,7 +36,7 @@ class CompanyTargetsController < ApplicationController$CR$ $CR$-      format.html { redirect_to action: :index, year: year, key: company_target_params[:key] || 0, tab: ""by_sales_rep"" }$CR$+      format.html { redirect_to action: :index, year:, key: company_target_params[:key] || 0, tab: ""by_sales_rep"" }",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/company_targets_controller.rb,3,"@@ -74,9 +74,9 @@ class CompanyTargetsController < ApplicationController$CR$ $CR$-        year: year,$CR$-        month: month,$CR$-        key: key,$CR$+        year:,$CR$+        month:,$CR$+        key:,",3,3,8,
true,NO_MATCH,app/controllers/concerns/create_api_log.rb,1,--- a/app/controllers/concerns/create_api_log.rb$CR$+++ b/app/controllers/concerns/create_api_log.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/estimate_archive_updateable.rb,1,--- a/app/controllers/concerns/estimate_archive_updateable.rb$CR$+++ b/app/controllers/concerns/estimate_archive_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/follow_up_updateable.rb,1,--- a/app/controllers/concerns/follow_up_updateable.rb$CR$+++ b/app/controllers/concerns/follow_up_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/home_page_dashboard.rb,1,--- a/app/controllers/concerns/home_page_dashboard.rb$CR$+++ b/app/controllers/concerns/home_page_dashboard.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/concerns/home_page_dashboard.rb,2,"@@ -11,7 +11,7 @@ module HomePageDashboard$CR$ $CR$-                                            current_user: current_user,$CR$+                                            current_user:,",1,1,4,
true,NO_MATCH,app/controllers/concerns/location_updateable.rb,1,--- a/app/controllers/concerns/location_updateable.rb$CR$+++ b/app/controllers/concerns/location_updateable.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/concerns/location_updateable.rb,2,"@@ -29,12 +29,12 @@ module LocationUpdateable$CR$ $CR$-      production_location_id: production_location_id,$CR$+      production_location_id:,$CR$ $CR$-      estimate_stage_id: estimate_stage_id$CR$+      estimate_stage_id:",2,2,8,
true,NO_MATCH,app/controllers/concerns/proof_date_updateable.rb,1,--- a/app/controllers/concerns/proof_date_updateable.rb$CR$+++ b/app/controllers/concerns/proof_date_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/concerns/wanted_by_updateable.rb,1,--- a/app/controllers/concerns/wanted_by_updateable.rb$CR$+++ b/app/controllers/concerns/wanted_by_updateable.rb,1,1,2,
true,NO_MATCH,app/controllers/contacts_controller.rb,1,--- a/app/controllers/contacts_controller.rb$CR$+++ b/app/controllers/contacts_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/contacts_controller.rb,2,"@@ -71,7 +71,7 @@ class ContactsController < ApplicationController$CR$-      current_user: current_user,$CR$+      current_user:,",1,1,3,
true,NO_MATCH,app/controllers/emails_controller.rb,1,--- a/app/controllers/emails_controller.rb$CR$+++ b/app/controllers/emails_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/emails_controller.rb,2,"@@ -322,7 +322,7 @@ class EmailsController < ApplicationController$CR$ $CR$-          most_recent_context_email = Email.where(to: to, context_type: @context.class.to_s, context_id: @context.id, created_at: 1.day.ago..Time.now).order(created_at: :desc).try(:first)$CR$+          most_recent_context_email = Email.where(to:, context_type: @context.class.to_s, context_id: @context.id, created_at: 1.day.ago..Time.now).order(created_at: :desc).try(:first)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/emails_controller.rb,3,"@@ -376,18 +376,18 @@ class EmailsController < ApplicationController$CR$ $CR$-                             subject: subject,$CR$+                             subject:,$CR$-                             to: to,$CR$+                             to:,$CR$-                             cc: cc,$CR$-                             bcc: bcc,$CR$+                             cc:,$CR$+                             bcc:,$CR$-                             scheduled_at: scheduled_at,$CR$+                             scheduled_at:,",5,5,12,
true,NO_MATCH,app/controllers/enterprises/banners_controller.rb,1,--- a/app/controllers/enterprises/banners_controller.rb$CR$+++ b/app/controllers/enterprises/banners_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/budgets_controller.rb,1,--- a/app/controllers/enterprises/budgets_controller.rb$CR$+++ b/app/controllers/enterprises/budgets_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises/budgets_controller.rb,2,"@@ -22,8 +22,8 @@ class Enterprises::BudgetsController < Enterprises::BaseController$CR$ $CR$-    current_fy_month_sales = SalesSummary.where(tenant: tenant, monthly: true).where(""closeoutdate > ?"", current_fy_month_dates[0]).order(:closeoutdate)$CR$-    current_fy_budget = Budget.find_by(tenant: tenant, financial_year: current_financial_year)$CR$+    current_fy_month_sales = SalesSummary.where(tenant:, monthly: true).where(""closeoutdate > ?"", current_fy_month_dates[0]).order(:closeoutdate)$CR$+    current_fy_budget = Budget.find_by(tenant:, financial_year: current_financial_year)",2,2,7,
true,NO_MATCH,app/controllers/enterprises/images_controller.rb,1,--- a/app/controllers/enterprises/images_controller.rb$CR$+++ b/app/controllers/enterprises/images_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/interest_categories_controller.rb,1,--- a/app/controllers/enterprises/interest_categories_controller.rb$CR$+++ b/app/controllers/enterprises/interest_categories_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/prospect_status_items_controller.rb,1,--- a/app/controllers/enterprises/prospect_status_items_controller.rb$CR$+++ b/app/controllers/enterprises/prospect_status_items_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises/prospect_status_items_controller.rb,2,"@@ -86,7 +86,7 @@ class Enterprises::ProspectStatusItemsController < Enterprises::BaseController$CR$ $CR$-      matching_PSIC = ProspectStatusItemContact.where(contact_id: contact_id, prospect_status_item_id: item.id).first$CR$+      matching_PSIC = ProspectStatusItemContact.where(contact_id:, prospect_status_item_id: item.id).first",1,1,5,
true,NO_MATCH,app/controllers/enterprises/reports/ar_balance_controller.rb,1,--- a/app/controllers/enterprises/reports/ar_balance_controller.rb$CR$+++ b/app/controllers/enterprises/reports/ar_balance_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/reports/contact_list_export_controller.rb,1,--- a/app/controllers/enterprises/reports/contact_list_export_controller.rb$CR$+++ b/app/controllers/enterprises/reports/contact_list_export_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/tenants_controller.rb,1,--- a/app/controllers/enterprises/tenants_controller.rb$CR$+++ b/app/controllers/enterprises/tenants_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises/users_controller.rb,1,--- a/app/controllers/enterprises/users_controller.rb$CR$+++ b/app/controllers/enterprises/users_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/enterprises_controller.rb,1,--- a/app/controllers/enterprises_controller.rb$CR$+++ b/app/controllers/enterprises_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,2,"@@ -291,7 +291,7 @@ class EnterprisesController < ApplicationController$CR$-          range: range,$CR$+          range:,",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,3,"@@ -305,9 +305,9 @@ class EnterprisesController < ApplicationController$CR$-          status_view: status_view,$CR$-          completed_view: completed_view,$CR$-          data: data$CR$+          status_view:,$CR$+          completed_view:,$CR$+          data:",3,3,7,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,4,"@@ -615,7 +615,7 @@ class EnterprisesController < ApplicationController$CR$-                         meta_data: meta_data,$CR$+                         meta_data:,",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,5,"@@ -1018,7 +1018,7 @@ class EnterprisesController < ApplicationController$CR$ $CR$-        @enterprise.update(learning_plans: learning_plans)$CR$+        @enterprise.update(learning_plans:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,6,"@@ -1280,7 +1280,7 @@ class EnterprisesController < ApplicationController$CR$ $CR$-      contact = Contact.find_by(id: id)$CR$+      contact = Contact.find_by(id:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,7,"@@ -1299,7 +1299,7 @@ class EnterprisesController < ApplicationController$CR$ $CR$-      contact = Contact.find_by(id: id)$CR$+      contact = Contact.find_by(id:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,8,"@@ -1585,7 +1585,7 @@ class EnterprisesController < ApplicationController$CR$-      enterprise.enterprise_togglefields.find_or_create_by(enterprise_id: enterprise.id, field: field)$CR$+      enterprise.enterprise_togglefields.find_or_create_by(enterprise_id: enterprise.id, field:)",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/enterprises_controller.rb,9,"@@ -1792,10 +1792,10 @@ class EnterprisesController < ApplicationController$CR$-        total_company_count: total_company_count,$CR$+        total_company_count:,$CR$-        report_monthly_data: report_monthly_data,$CR$-        report_monthly_data_ly: report_monthly_data_ly$CR$+        report_monthly_data:,$CR$+        report_monthly_data_ly:",3,3,8,
true,NO_MATCH,app/controllers/estimates_controller.rb,1,--- a/app/controllers/estimates_controller.rb$CR$+++ b/app/controllers/estimates_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/holidays_controller.rb,1,--- a/app/controllers/holidays_controller.rb$CR$+++ b/app/controllers/holidays_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/holidays_controller.rb,2,"@@ -25,7 +25,7 @@ class HolidaysController < Admin::BaseController$CR$ $CR$-      tenant_id: tenant_id,$CR$+      tenant_id:,",1,1,4,
true,NO_MATCH,app/controllers/home_controller.rb,1,--- a/app/controllers/home_controller.rb$CR$+++ b/app/controllers/home_controller.rb,1,1,2,
true,NO_MATCH,app/controllers/identities_controller.rb,1,--- a/app/controllers/identities_controller.rb$CR$+++ b/app/controllers/identities_controller.rb,1,1,2,
true,HASH_SHORTHAND_SYNTAX,app/controllers/identities_controller.rb,2,"@@ -68,7 +68,7 @@ class IdentitiesController < Admin::BaseController$CR$ $CR$-      response_data = { message: message }$CR$+      response_data = { message: }",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/identities_controller.rb,3,"@@ -80,7 +80,7 @@ class IdentitiesController < Admin::BaseController$CR$-        render json: { message: message }, status: :ok$CR$+        render json: { message: }, status: :ok",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/controllers/identities_controller.rb,4,"@@ -88,7 +88,7 @@ class IdentitiesController < Admin::BaseController$CR$-        render json: { message: message }, status: :ok$CR$+        render json: { message: }, status: :ok",1,1,3,
true,HASH_SHORTHAND_SYNTAX,app/controllers/identities_controller.rb,5,"@@ -110,7 +110,7 @@ class IdentitiesController < Admin::BaseController$CR$ $CR$-        render json: { message: message }, status: :ok$CR$+        render json: { message: }, status: :ok",1,1,4,
true,HASH_SHORTHAND_SYNTAX,app/controllers/identities_controller.rb,6,"@@ -131,7 +131,7 @@ class IdentitiesController < Admin::BaseController$CR$-        render json: { message: message }, status: :ok$CR$+        render json: { message: }, status: :ok",1,1,3,
