| Code | Match Type               |
|------|--------------------------|
|  A   | NO_MATCH                  |

-------------------------------------------------------------------------------------------------------------------------
| File                                                                                                    | Processed | A   |
| app/presenters/company_dashboard_presenter.rb                                                           | No        |     |
| app/presenters/company_margin_csv_presenter.rb                                                          | No        |     |
| app/presenters/company_media_consents_presenter.rb                                                      | No        |     |
| app/presenters/company_show_presenter.rb                                                                | No        |     |
| app/presenters/customers_sales_metrics_presenter.rb                                                     | No        |     |
| app/presenters/enterprises/inquiries_report_presenter.rb                                                | No        |     |
| app/presenters/enterprises/leads_by_funnel_stage_presenter.rb                                           | No        |     |
| app/presenters/enterprises/net_promoter_presenter.rb                                                    | No        |     |
| app/presenters/enterprises/reports/sales_by_company_category_presenter.rb                               | No        |     |
| app/presenters/enterprises/reports/sales_by_company_tag_presenter.rb                                    | No        |     |
| app/presenters/filtered_shipments_presenter.rb                                                          | No        |     |
| app/presenters/home_chart_presenter.rb                                                                  | No        |     |
| app/presenters/inquiries_by_tenant_csv_presenter.rb                                                     | No        |     |
| app/presenters/inquiry_index_presenter.rb                                                               | No        |     |
| app/presenters/net_promoter_companies_presenter.rb                                                      | No        |     |
| app/presenters/phone_call_data_presenter.rb                                                             | No        |     |
| app/presenters/reports/company_sales_by_tag_presenter.rb                                                | No        |     |
| app/presenters/reports/daily_sales_activity/daily_sales_activity_mbe_os_presenter.rb                    | No        |     |
| app/presenters/reports/daily_sales_activity/daily_sales_activity_printsmith_os_presenter.rb             | No        |     |
| app/presenters/reports_dashboard_sales_chart_presenter.rb                                               | No        |     |
| app/presenters/sales_by_users_presenter.rb                                                              | No        |     |
| app/presenters/sales_metrics_presenter.rb                                                               | No        |     |
| app/presenters/sales_rep_overview_os_presenter.rb                                                       | No        |     |
| app/presenters/web_order_report_csv_presenter.rb                                                        | No        |     |
| app/presenters/web_order_report_presenter.rb                                                            | No        |     |
| app/queries/cases_query.rb                                                                              | No        |     |
| app/queries/estimate_index_query.rb                                                                     | No        |     |
| app/queries/filtered_estimates_query.rb                                                                 | No        |     |
| app/queries/inquiries_by_tenant_query.rb                                                                | No        |     |
| app/queries/inquiry_index_query.rb                                                                      | No        |     |
| app/queries/lead_funnels_query.rb                                                                       | No        |     |
| app/services/ai.rb                                                                                      | No        |     |
| app/services/ai/claude_v3.rb                                                                            | No        |     |
| app/services/ai/gpt.rb                                                                                  | No        |     |
| app/services/ai/renderer.rb                                                                             | No        |     |
| app/services/common/csv/export.rb                                                                       | No        |     |
| app/services/common/debug/timer.rb                                                                      | No        |     |
| app/services/common/debug/tracer.rb                                                                     | No        |     |
| app/services/common/debug/watcher.rb                                                                    | No        |     |
| app/services/common/emails/creator.rb                                                                   | No        |     |
| app/services/common/errors/helpers.rb                                                                   | No        |     |
| app/services/common/integration/google_calendar.rb                                                      | No        |     |
| app/services/common/integration/ngrok_status.rb                                                         | No        |     |
| app/services/common/reports/customer_sales_metrics.rb                                                   | No        |     |
| app/services/common/reports/dashboard_report.rb                                                         | No        |     |
| app/services/common/reports/sales_by_tag_generator.rb                                                   | No        |     |
| app/services/common/reports/sales_by_users.rb                                                           | No        |     |
| app/services/common/reports/sales_metrics.rb                                                            | No        |     |
| app/services/common/reports/year_to_date.rb                                                             | No        |     |
| app/services/common/statistics/company_ranking.rb                                                       | No        |     |
| app/services/corebridge/import/base.rb                                                                  | No        |     |
| app/services/corebridge/import/interactors/address/upsert.rb                                            | No        |     |
| app/services/corebridge/import/interactors/contact/upsert.rb                                            | No        |     |
| app/services/corebridge/import/interactors/estimate/upsert.rb                                           | No        |     |
| app/services/corebridge/import/interactors/invoice/upsert.rb                                            | No        |     |
| app/services/corebridge/import/interactors/sales_rep/upsert.rb                                          | No        |     |
| app/services/corebridge/import/interactors/taken_by/create.rb                                           | No        |     |
| app/services/corebridge/import/interactors/tenant/upsert.rb                                             | No        |     |
| app/services/corebridge/import/interactors/user/upsert.rb                                               | No        |     |
| app/services/corebridge/import/tenant.rb                                                                | No        |     |
| app/services/invoca/api/base.rb                                                                         | No        |     |
| app/services/invoca/import/base.rb                                                                      | No        |     |
| app/services/invoca/import/interactors/phone_call_data/upsert.rb                                        | No        |     |
| app/services/invoca/import/network_transactions.rb                                                      | No        |     |
| app/services/mbe/api/agent.rb                                                                           | No        |     |
| app/services/mbe/api/base.rb                                                                            | No        |     |
| app/services/mbe/api/customer.rb                                                                        | No        |     |
| app/services/mbe/api/customer_deleted.rb                                                                | No        |     |
| app/services/mbe/api/invoice.rb                                                                         | No        |     |
| app/services/mbe/api/offer.rb                                                                           | No        |     |
| app/services/mbe/api/shipment.rb                                                                        | No        |     |
| app/services/mbe/api/user.rb                                                                            | No        |     |
| app/services/mbe/export/base.rb                                                                         | No        |     |
| app/services/mbe/export/offer.rb                                                                        | No        |     |
| app/services/mbe/import/base.rb                                                                         | No        |     |
| app/services/mbe/import/budget.rb                                                                       | No        |     |
| app/services/mbe/import/customer.rb                                                                     | No        |     |
| app/services/mbe/import/customer_enrichment.rb                                                          | No        |     |
| app/services/mbe/import/customer_segmentation.rb                                                        | No        |     |
| app/services/mbe/import/interactors/contact/upsert.rb                                                   | No        |     |
| app/services/mbe/import/interactors/estimate/upsert.rb                                                  | No        |     |
| app/services/mbe/import/interactors/inquiry/assign.rb                                                   | No        |     |
| app/services/mbe/import/interactors/invoice/upsert.rb                                                   | No        |     |
| app/services/mbe/import/interactors/shipment/upsert.rb                                                  | No        |     |
| app/services/mbe/import/interactors/tenant/upsert.rb                                                    | No        |     |
| app/services/mbe/import/interactors/user/upsert.rb                                                      | No        |     |
| app/services/mbe/import/invoice.rb                                                                      | No        |     |
| app/services/mbe/import/invoice_type.rb                                                                 | No        |     |
| app/services/mbe/import/profit_id.rb                                                                    | No        |     |
| app/services/opensearch/aggregator/base.rb                                                              | No        |     |
| app/services/opensearch/api/base.rb                                                                     | No        |     |
| app/services/opensearch/bulk/base.rb                                                                    | No        |     |
| app/services/opensearch/export/company.rb                                                               | No        |     |
| app/services/opensearch/export/estimate.rb                                                              | No        |     |
| app/services/opensearch/export/invoice.rb                                                               | No        |     |
| app/services/opensearch/export/shipment.rb                                                              | No        |     |
| app/services/opensearch/health/company_validator.rb                                                     | No        |     |
| app/services/opensearch/health/estimate_validator.rb                                                    | No        |     |
| app/services/opensearch/health/invoice_validator.rb                                                     | No        |     |
| app/services/opensearch/health/shipment_validator.rb                                                    | No        |     |
| app/services/opensearch/queries/query_builder.rb                                                        | No        |     |
| app/services/pack_and_send/api/base.rb                                                                  | No        |     |
| app/services/pack_and_send/api/document.rb                                                              | No        |     |
| app/services/pack_and_send/export/account.rb                                                            | No        |     |
| app/services/pack_and_send/health/sales_summary_stats_check.rb                                          | No        |     |
| app/services/pack_and_send/import/account.rb                                                            | No        |     |
| app/services/pack_and_send/import/contact.rb                                                            | No        |     |
| app/services/pack_and_send/import/interactors/account/upsert.rb                                         | No        |     |
| app/services/pack_and_send/import/interactors/address/upsert.rb                                         | No        |     |
| app/services/pack_and_send/import/interactors/contact/upsert.rb                                         | No        |     |
| app/services/pack_and_send/import/interactors/package/upsert.rb                                         | No        |     |
| app/services/pack_and_send/import/interactors/part/upsert.rb                                            | No        |     |
| app/services/pack_and_send/import/interactors/sales_rep/upsert.rb                                       | No        |     |
| app/services/pack_and_send/import/interactors/shipment/upsert.rb                                        | No        |     |
| app/services/pack_and_send/import/interactors/taken_by/create.rb                                        | No        |     |
| app/services/pack_and_send/import/interactors/tenant/upsert.rb                                          | No        |     |
| app/services/pack_and_send/import/interactors/user/upsert.rb                                            | No        |     |
| app/services/pack_and_send/import/job.rb                                                                | No        |     |
| app/services/pack_and_send/import/package.rb                                                            | No        |     |
| app/services/pack_and_send/import/part.rb                                                               | No        |     |
| app/services/pack_and_send/import/resolver.rb                                                           | No        |     |
| app/services/pack_and_send/import/shipment.rb                                                           | No        |     |
| app/services/printsmith/api/account.rb                                                                  | No        |     |
| app/services/printsmith/api/account_history_data.rb                                                     | No        |     |
| app/services/printsmith/api/adjustment.rb                                                               | No        |     |
| app/services/printsmith/api/base.rb                                                                     | No        |     |
| app/services/printsmith/api/company_ranking.rb                                                          | No        |     |
| app/services/printsmith/api/contact.rb                                                                  | No        |     |
| app/services/printsmith/api/daily_sales.rb                                                              | No        |     |
| app/services/printsmith/api/document.rb                                                                 | No        |     |
| app/services/printsmith/api/finance_charge.rb                                                           | No        |     |
| app/services/printsmith/api/job_titles.rb                                                               | No        |     |
| app/services/printsmith/api/lead_source.rb                                                              | No        |     |
| app/services/printsmith/api/monthly_sales.rb                                                            | No        |     |
| app/services/printsmith/api/production_location.rb                                                      | No        |     |
| app/services/printsmith/api/sales_rep.rb                                                                | No        |     |
| app/services/printsmith/export/archive_estimate.rb                                                      | No        |     |
| app/services/printsmith/export/contact.rb                                                               | No        |     |
| app/services/printsmith/export/convert_estimate.rb                                                      | No        |     |
| app/services/printsmith/export/estimate.rb                                                              | No        |     |
| app/services/printsmith/export/estimate_location.rb                                                     | No        |     |
| app/services/printsmith/export/invoice.rb                                                               | No        |     |
| app/services/printsmith/export/invoice_location.rb                                                      | No        |     |
| app/services/printsmith/health/base.rb                                                                  | No        |     |
| app/services/printsmith/health/estimate_pending.rb                                                      | No        |     |
| app/services/printsmith/health/invoice_pending.rb                                                       | No        |     |
| app/services/printsmith/health/invoice_unpaid.rb                                                        | No        |     |
| app/services/printsmith/import/association_resolver.rb                                                  | No        |     |
| app/services/printsmith/import/cash_sale.rb                                                             | No        |     |
| app/services/printsmith/import/company_ranking.rb                                                       | No        |     |
| app/services/printsmith/import/daily_sales_base_tax.rb                                                  | No        |     |
| app/services/printsmith/import/daily_sales_summary_pickups.rb                                           | No        |     |
| app/services/printsmith/import/finance_charge.rb                                                        | No        |     |
| app/services/printsmith/import/interactors/account/upsert.rb                                            | No        |     |
| app/services/printsmith/import/interactors/account_history_data/upsert.rb                               | No        |     |
| app/services/printsmith/import/interactors/activity/upsert.rb                                           | No        |     |
| app/services/printsmith/import/interactors/address/upsert.rb                                            | No        |     |
| app/services/printsmith/import/interactors/adjustment/upsert.rb                                         | No        |     |
| app/services/printsmith/import/interactors/company_ranking/financial_year.rb                            | No        |     |
| app/services/printsmith/import/interactors/company_ranking/financial_year_ly.rb                         | No        |     |
| app/services/printsmith/import/interactors/company_ranking/financial_year_ly_ly.rb                      | No        |     |
| app/services/printsmith/import/interactors/company_ranking/financial_year_to_date_ly.rb                 | No        |     |
| app/services/printsmith/import/interactors/company_ranking/last_month.rb                                | No        |     |
| app/services/printsmith/import/interactors/company_ranking/rolling_last_month.rb                        | No        |     |
| app/services/printsmith/import/interactors/company_ranking/rolling_twelve_months.rb                     | No        |     |
| app/services/printsmith/import/interactors/company_ranking/rolling_twelve_months_ly.rb                  | No        |     |
| app/services/printsmith/import/interactors/company_ranking/rolling_twelve_months_ly_ly.rb               | No        |     |
| app/services/printsmith/import/interactors/contact/upsert.rb                                            | No        |     |
| app/services/printsmith/import/interactors/estimate/create.rb                                           | No        |     |
| app/services/printsmith/import/interactors/estimate/update.rb                                           | No        |     |
| app/services/printsmith/import/interactors/inquiry/assign.rb                                            | No        |     |
| app/services/printsmith/import/interactors/invoice/assign.rb                                            | No        |     |
| app/services/printsmith/import/interactors/invoice/create.rb                                            | No        |     |
| app/services/printsmith/import/interactors/invoice/update.rb                                            | No        |     |
| app/services/printsmith/import/interactors/production_location/upsert.rb                                | No        |     |
| app/services/printsmith/import/interactors/sales_base_tax/upsert.rb                                     | No        |     |
| app/services/printsmith/import/interactors/sales_rep/upsert.rb                                          | No        |     |
| app/services/printsmith/import/interactors/sales_summary/upsert.rb                                      | No        |     |
| app/services/printsmith/import/interactors/sales_summary_pickup/upsert.rb                               | No        |     |
| app/services/printsmith/import/interactors/taken_by/create.rb                                           | No        |     |
| app/services/printsmith/import/interactors/tenant/update.rb                                             | No        |     |
| app/services/printsmith/import/monthly_sales_base_tax.rb                                                | No        |     |
| app/services/printsmith/import/monthly_sales_summary_pickups.rb                                         | No        |     |
| app/services/printsmith_deprecated/api/account.rb                                                       | No        |     |
| app/services/printsmith_deprecated/api/base.rb                                                          | No        |     |
| app/services/printsmith_deprecated/api/contact.rb                                                       | No        |     |
| app/services/printsmith_deprecated/api/estimate.rb                                                      | No        |     |
| app/services/printsmith_deprecated/export/archive_estimate.rb                                           | No        |     |
| app/services/printsmith_deprecated/export/base.rb                                                       | No        |     |
| app/services/printsmith_deprecated/export/company.rb                                                    | No        |     |
| app/services/printsmith_deprecated/export/contact.rb                                                    | No        |     |
| app/services/printsmith_deprecated/export/estimate.rb                                                   | No        |     |
| app/services/printsmith_deprecated/export/invoice.rb                                                    | No        |     |
| app/services/printsmith_deprecated/import/account_history_data.rb                                       | No        |     |
| app/services/printsmith_deprecated/import/address.rb                                                    | No        |     |
| app/services/printsmith_deprecated/import/adjustment.rb                                                 | No        |     |
| app/services/printsmith_deprecated/import/association_resolver.rb                                       | No        |     |
| app/services/printsmith_deprecated/import/company.rb                                                    | No        |     |
| app/services/printsmith_deprecated/import/contact.rb                                                    | No        |     |
| app/services/printsmith_deprecated/import/production_location.rb                                        | No        |     |
| app/services/printsmith_deprecated/import/sales_base_tax.rb                                             | No        |     |
| app/services/printsmith_deprecated/import/sales_rep.rb                                                  | No        |     |
| app/services/printsmith_deprecated/import/sales_summary.rb                                              | No        |     |
| app/services/printsmith_deprecated/import/sales_summary_pickup.rb                                       | No        |     |
| app/services/printsmith_deprecated/retry/company_account_details.rb                                     | No        |     |
| app/services/printsmith_deprecated/retry/company_sales_rep.rb                                           | No        |     |
| app/services/printsmith_deprecated/retry/contact.rb                                                     | No        |     |
| app/services/printsmith_deprecated/retry/contact_sales_rep.rb                                           | No        |     |
| app/services/printsmith_deprecated/retry/estimate_convert.rb                                            | No        |     |
| app/services/printsmith_deprecated/retry/estimate_location.rb                                           | No        |     |
| app/services/printsmith_deprecated/retry/estimate_proof_by.rb                                           | No        |     |
| app/services/printsmith_deprecated/retry/estimate_sales_rep.rb                                          | No        |     |
| app/services/printsmith_deprecated/retry/estimate_wanted_by.rb                                          | No        |     |
| app/services/printsmith_deprecated/retry/invoice_location.rb                                            | No        |     |
| app/services/printsmith_deprecated/retry/invoice_sales_rep.rb                                           | No        |     |
| app/services/printsmith_deprecated/retry/order_proof_by.rb                                              | No        |     |
| app/services/printsmith_deprecated/retry/order_wanted_by.rb                                             | No        |     |
| app/services/printsmith_deprecated/retry/po.rb                                                          | No        |     |
| app/services/printspeak_job/adapters/printspeak_adapter.rb                                              | No        |     |
| app/services/printspeak_job/base.rb                                                                     | No        |     |
| app/services/printspeak_job/manager.rb                                                                  | No        |     |
| app/services/printspeak_job/schedule.rb                                                                 | No        |     |
| app/services/printspeak_job/scheduler.rb                                                                | No        |     |
| app/services/reports/agi_rankings/base.rb                                                               | No        |     |
| app/services/reports/agi_rankings/metric.rb                                                             | No        |     |
| app/services/reports/qvinci/api/base.rb                                                                 | No        |     |
| app/services/reports/qvinci/business_plan/aggregator.rb                                                 | No        |     |
| app/services/reports/qvinci/health/location_validator.rb                                                | No        |     |
| app/services/reports/qvinci/import/balance_sheet.rb                                                     | No        |     |
| app/services/reports/qvinci/import/profit_and_loss.rb                                                   | No        |     |
| app/services/reports/qvinci/import/refresh_kpi.rb                                                       | No        |     |
| app/views/layouts/_footer.html.erb                                                                      | No        |     |
| docs/scripts/build_print_speak_server.sh                                                                | No        |     |
| spec/controllers/concerns/acts_as_list_actions_spec.rb                                                  | No        |     |
| spec/controllers/concerns/estimate_archive_updateable_spec.rb                                           | No        |     |
| spec/controllers/concerns/follow_up_updateable_spec.rb                                                  | No        |     |
| spec/controllers/concerns/location_updateable_spec.rb                                                   | No        |     |
| spec/controllers/concerns/po_updateable_spec.rb                                                         | No        |     |
| spec/controllers/concerns/proof_date_updateable_spec.rb                                                 | No        |     |
| spec/decorators/email_decorator_spec.rb                                                                 | No        |     |
| spec/features/enterprise_users_csv_export_spec.rb                                                       | No        |     |
| spec/interactors/inquiries/transfer_spec.rb                                                             | No        |     |
| spec/jobs/event/opensearch_company_update_job_spec.rb                                                   | No        |     |
| spec/lib/tasks/bizops_spec.rb                                                                           | No        |     |
| spec/models/affiliation_spec.rb                                                                         | No        |     |
| spec/models/api_watcher_spec.rb                                                                         | No        |     |
| spec/models/background_job_result_spec.rb                                                               | No        |     |
| spec/models/campaign_send_log_spec.rb                                                                   | No        |     |
| spec/models/case_spec.rb                                                                                | No        |     |
| spec/models/comment_spec.rb                                                                             | No        |     |
| spec/models/company_spec.rb                                                                             | No        |     |
| spec/models/concerns/categorizable_spec.rb                                                              | No        |     |
| spec/models/concerns/daily_cacheable_spec.rb                                                            | No        |     |
| spec/models/concerns/estimate_convertible_spec.rb                                                       | No        |     |
| spec/models/custom_form_element_spec.rb                                                                 | No        |     |
| spec/models/email_inbox_spec.rb                                                                         | No        |     |
| spec/models/email_template_field_spec.rb                                                                | No        |     |
| spec/models/etl_state_spec.rb                                                                           | No        |     |
| spec/models/group_spec.rb                                                                               | No        |     |
| spec/models/lead_funnel_stage_spec.rb                                                                   | No        |     |
| spec/models/lead_source_spec.rb                                                                         | No        |     |
| spec/models/meeting_spec.rb                                                                             | No        |     |
| spec/models/package_spec.rb                                                                             | No        |     |
| spec/models/part_spec.rb                                                                                | No        |     |
| spec/models/pdfs/business_plan_spec.rb                                                                  | No        |     |
| spec/models/queries/company_by_rank_query_spec.rb                                                       | No        |     |
| spec/models/queries/company_lifetime_value_query_spec.rb                                                | No        |     |
| spec/models/sales_rep_spec.rb                                                                           | No        |     |
| spec/models/sales_summary_spec.rb                                                                       | No        |     |
| spec/models/saved_report_spec.rb                                                                        | No        |     |
| spec/models/shipment_spec.rb                                                                            | No        |     |
| spec/models/short_url_spec.rb                                                                           | No        |     |
| spec/models/tag_category_spec.rb                                                                        | No        |     |
| spec/models/tag_spec.rb                                                                                 | No        |     |
| spec/models/taken_by_spec.rb                                                                            | No        |     |
| spec/models/target_spec.rb                                                                              | No        |     |
| spec/models/task_type_spec.rb                                                                           | No        |     |
| spec/models/template_spec.rb                                                                            | No        |     |
| spec/models/tenant_spec.rb                                                                              | No        |     |
| spec/models/tracker_hit_spec.rb                                                                         | No        |     |
| spec/models/unsubscribe_spec.rb                                                                         | No        |     |
| spec/models/utils/adjustment_voider_spec.rb                                                             | No        |     |
| spec/models/utils/calculate_existing_company_ids_spec.rb                                                | No        |     |
| spec/models/utils/calculate_new_company_ids_spec.rb                                                     | No        |     |
| spec/models/utils/calculate_reactivated_company_ids_spec.rb                                             | No        |     |
| spec/models/utils/calculate_wip_spec.rb                                                                 | No        |     |
| spec/models/utils/campaign_calendar_update_spec.rb                                                      | No        |     |
| spec/models/utils/campaign_monitor_spec.rb                                                              | No        |     |
| spec/models/utils/cancelling_overdue_tasks_spec.rb                                                      | No        |     |
| spec/models/utils/default_identity_spec.rb                                                              | No        |     |
| spec/models/utils/location_spec.rb                                                                      | No        |     |
| spec/models/utils/timezone_spec.rb                                                                      | No        |     |
| spec/presenters/admin/api_logs_index_presenter_spec.rb                                                  | No        |     |
| spec/presenters/admin/etl_status_presenter_spec.rb                                                      | No        |     |
| spec/presenters/automation/enterprise_invoice_send_settings_presenter_spec.rb                           | No        |     |
| spec/presenters/automation/enterprise_settings_presenter_spec.rb                                        | No        |     |
| spec/presenters/automation/enterprise_statement_send_settings_presenter_spec.rb                         | No        |     |
| spec/presenters/automation/tenant_invoice_send_settings_presenter_spec.rb                               | No        |     |
| spec/presenters/automation/tenant_settings_presenter_spec.rb                                            | No        |     |
| spec/presenters/automation/tenant_statement_send_settings_presenter_spec.rb                             | No        |     |
| spec/presenters/case_index_presenter_spec.rb                                                            | No        |     |
